Brand_name,Generic_name,que,side_effects
," kava (KA vah), ","[['What is kava?'], ['Kava is a plant also known as Ava, Ava Root, Awa, Intoxicating Long Pepper, Kao, Kavain, Kavapipar, Kawa, Kawapfeffer, Kew, Lawena, Malohu, Maluk, Maori Kava, Meruk, Milik, Piper methysticum, Poivre des Cannibales, Poivre des Papous, Rauschpfeffer, Rhizome Di Kava-Kava, Sakau, Tonga, Waka, Wurzelstock, Yagona, Yangona, Yaqona, Yaquon, Yongona.']]","[['drowsiness.'], [], [], []]"
," , (me toe PROE lole), Kapspargo Sprinkle","[['\n      Uses of Kapspargo Sprinkle:'], ['\n      This is not a list of all drugs or health problems that interact with Kapspargo Sprinkle (metoprolol extended-release capsules).\n    ']]","[[], [], [], []]"
"Kalexate, Kayexalate, Kionex"," , (SOE dee um pol ee STEER een SUL foe nate), ","[['What is  Kayexalate?'], ['Kayexalate binds itself to potassium in your digestive tract. This helps prevent your body from absorbing too much potassium.']]","[[', vomiting;'], [', constipation; or'], ['loss of appetite.'], []]"
Kcentra," prothrombin complex (pro THROM bin KOM plex), ","[['What is Kcentra?'], ['Kcentra (', ') is a blood coagulation factor replacement product.']]","[[';'], ['anemia;'], ['nausea, vomiting; or'], ['headache.']]"
"K-Dur, Kal Potassium 99, Klor-Con, K-Tab"," potassium chloride (poe TASS ee um), ","[['What is K-Dur?'], ['K-Dur tablets contain ', ', a mineral that is found in many foods and is needed for several functions of your body, especially the beating of your heart.']]","[['severe throat irritation;'], ['stomach bloating, severe vomiting, severe stomach pain;'], [' - nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; or'], [' - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds.']]"
"Cinolar, Kenalog, Oralone, Pediaderm TA, Triamcinolone Acetonide in Absorbase, Trianex, Triderm"," triamcinolone topical (trye am SIN oh lone), ","[['What is Kenalog topical?'], ['Kenalog contains triamcinolone, a potent corticosteroid. Triamcinolone reduces the actions of chemicals in the body that cause inflammation.']]","[[], [], [], []]"
"Keppra, Keppra XR, Roweepra, Spritam"," , (LEE ve tye RA se tam), ","[['What is Keppra?'], ['Keppra (', ') is an anti-epileptic drug, also called an ', '.']]","[[], [], [], []]"
"Keppra, Keppra XR, Roweepra, Spritam"," , (LEE ve tye RA se tam), ","[['What is  Keppra XR?'], [' XR is used to treat partial onset ', ' in adults and children who are at least 1 month old. The Spritam brand of  Keppra XR is not for use in children younger than 4 years old or children who weigh less than 44 pounds.']]","[['dizziness, drowsiness, tiredness;'], ['weakness;'], ['feeling aggressive or irritable;'], ['loss of appetite;']]"
"Keflex, Daxbia, Panixine Disperdose"," cephalexin (sef a LEX in), ","[['What is Keflex?'], ['Keflex (', ') is a cephalosporin (SEF a low spor in) ', '. It works by fighting bacteria in your body.']]","[['signs of an allergic reaction such as difficulty breathing, swelling of the tongue, or skin rash;'], ['severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose);'], ['unusual tiredness, feeling light-headed or short of breath;'], ['easy bruising, unusual bleeding, purple or red spots under your skin;']]"
Ketalar," ketamine (KET a meen), ","[['What is ketamine?'], ['Ketamine is used to put you to sleep for surgery and to prevent pain and discomfort during certain medical tests or procedures.']]","[[], [], [], []]"
Nizoral," ketoconazole (KEE toe KON a zole), ","[['What is ketoconazole?'], [' is an antifungal medication that is used to treat certain infections caused by fungus.']]","[['nausea, ', ', stomach pain'], ['breast swelling;'], [', dizziness; or'], ['abnormal ', '.']]"
"Extina, Kuric, Nizoral A-D, Nizoral Topical, Xolegel, Ketodan"," ketoconazole topical (kee toe KOE na zole), ","[['What is ketoconazole topical?'], [' topical (for the skin) is an antifungal medicine used to treat infections such as ', ', ', ', ', ', and seborrhea (dry, flaking skin or ', ').']]","[[], [], [], []]"
," , (Injection route)","[['Commonly used brand name(s)'], [' ', ' by Drugs.com.  Last updated on Mar 19, 2019. ']]","[[], [], [], []]"
"Oruvail, Orudis, Actron, Orudis KT"," ketoprofen (kee toe PROE fen), ","[['What is ketoprofen?'], ['Ketoprofen is a nonsteroidal anti-inflammatory drug (NSAID). Ketoprofen works by reducing ', ' that cause inflammation and pain in the body.']]","[[';'], [';'], [';'], ['a blood thinner (', ', ', ', ', ');']]"
," Ketorolac tromethamine,
, tablet, film coated","[['Ketorolac Description'], ['Ketorolac tromethamine is a member of the pyrrolo-pyrrole group of nonsteroidal anti-inflammatory drugs (NSAIDs). The chemical name for Ketorolac tromethamine is (±)-5-Benzoyl-2,3-dihydro-1', '- pyrrolizine-1-carboxylic acid, compound with 2-amino-2-(hydroxymethyl)-1,3-propanediol, and the structural formula is:']]","[[], [], [], []]"
"Acular, Acular LS, Acuvail, Acular PF"," ketorolac ophthalmic (KEE toe ROLE ak off THAL mik), ","[['What is ketorolac ophthalmic?'], [' is a nonsteroidal anti-inflammatory drug (NSAID) that works by reducing ', ' that cause inflammation and pain in the body.']]","[['mild eye pain, stinging, or redness;'], ['blurred vision;'], [';'], ['swollen or puffy eyelids; or']]"
,kee-toe-TYE-fen,"[['Uses for ketotifen'], ['Chemical Class: Piperidine']]","[[], [], [], []]"
"Alaway, Claritin Eye, Refresh Eye Itch Relief, Zaditor, Eye Itch Relief, ZyrTEC Itchy Eye"," ketotifen ophthalmic (kee toe TYE fen off THAL mik), ","[['What is ketotifen ophthalmic?'], ['Ketotifen is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, ', ', and ', '.']]","[['mild burning, stinging, or eye irritation;'], ['dryness of the eyes; or'], ['increased sensitivity to light.'], []]"
Kevzara," sarilumab (sar IL ue mab), ","[['What is Kevzara?'], ['Kevzara (', ') reduces the effects of a ', ' that can cause inflammation.']]","[['runny or stuffy nose, sinus pain, ', ';'], ['abnormal ', ';'], ['painful urination; or'], ['skin redness where an injection was given.']]"
," injection, solution","[['Ketorolac Tromethamine Description'], ['Ketorolac Tromethamine Injection, USP is a member of the pyrrolo-pyrrole group of nonsteroidal anti-inflammatory drugs (NSAIDs). The chemical name for Ketorolac Tromethamine is (±)-5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid, compound with 2-amino-2-(hydroxymethyl)-1,3-propanediol (1:1), and the structural formula is presented in\xa0FIGURE 1.']]","[[], [], [], []]"
Keytruda," pembrolizumab (PEM broe LIZ ue mab), ","[['What is Keytruda?'], ['Keytruda (', ') is a cancer medicine that interferes with the growth and spread of cancer cells in the body.']]","[[', ', ', stomach pain, loss of appetite, diarrhea, constipation;'], ['low sodium levels, abnormal ', ' or thyroid function tests;'], ['fever, feeling weak or tired;'], ['cough, hoarse voice, feeling short of breath;']]"
Kineret," anakinra (an na KIN rah), ","[['What is Kineret?'], ['Kineret (anakinra) reduces the actions of chemicals in the body that are involved in inflammatory and immune responses.']]","[['certolizumab (Cimzia);'], ['etanercept (Enbrel);'], ['golimumab (Simponi);'], ['infliximab (Remicade);']]"
Kisqali," , (RYE boe SYE klib), ","[['What is Kisqali?'], ['Kisqali (', ') is a ', ' that interferes with the growth and spread of cancer cells in the body.']]","[[], [], [], []]"
," , ","[['What is Krill Oil?'], ['Krill is found in the oceans off of Antarctica, Canada, and Japan. Harvesting of krill is controversial. There is concern that commercial harvesting of Krill for use in Krill Oil supplements could threaten the species that consume it for food, including whales. All krill oil sold in nutritional supplements is harvested out of the open ocean, upsetting the natural balance of food supplies for larger marine animals.']]","[[], [], [], []]"
KlonoPIN," , (kloe NAZ e pam), ","[['What is Klonopin?'], ['Klonopin (clonazepam) is a ', '. Clonazepam affects chemicals in the brain that may be unbalanced. Clonazepam is also a seizure medicine, also called an anti-epileptic drug.']]","[['feeling tired or depressed;'], ['drowsiness, dizziness;'], ['memory problems; or'], ['problems with balance or coordination.']]"
Kombiglyze XR," , (met FOR min and SAX a GLIP tin), ","[['What is Kombiglyze XR?'], ['Kombiglyze XR contains a combination of ', ' and ', '. Metformin and saxagliptin are oral diabetes medicines that help control blood sugar levels.']]","[[', nausea;'], ['headache; or'], [' such as runny or stuffy nose, sneezing, ', '.'], []]"
Klor-Con," , (poe TASS ee um), ","[['What is Klor-Con?'], ['Klor-Con contains ', ', a mineral that is found in many foods and is needed for several functions of your body, especially the beating of your heart.']]","[['nausea, vomiting, diarrhea;'], ['gas, stomach pain; or'], ['the appearance of a tablet in your stool.'], []]"
," , by Drugs.com.  Last updated on Dec 4, 2018. ","[['Clinical Overview'], ['In 2017, an FDA statement noted that there are no approved uses for this product and advised against its use based on significant safety risk. A mandatory recall of kratom-containing products associated with Triangle Pharmanaturals, LLC, occurred in 2018.']]","[[], [], [], []]"
," potassium supplement (Oral route, Parenteral route)","[['Commonly used brand name(s)'], []]","[[], [], [], []]"
Krystexxa," pegloticase (peg LOE ti kase), ","[['What is Krystexxa?'], ['Krystexxa (', ') is an enzyme that metabolizes uric acid into a harmless chemical that is eliminated from the body in urine.']]","[[';'], ['new gout flares;'], [', ', ';'], ['bruising; or']]"
Kymriah," tisagenlecleucel (TIS a JEN lek LOO sel), ","[['What is Kymriah?'], ['Kymriah ', ' is an ', ' used to treat a certain type of ', ' in people who are up to 25 years old.']]","[[], [], [], []]"
"Kyleena, Liletta, Mirena, Skyla"," , (LEE voe nor JES trel IN tra UE ter ine SIS tem), ","[['What is  Kyleena?'], [' is a female hormone that can cause changes in your cervix, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus. Kyleena is a plastic device that is placed in the uterus where it slowly releases the hormone to prevent pregnancy for up to 5 years.']]","[['pelvic pain, vaginal itching or infection, irregular menstrual periods, changes in bleeding patterns or flow;'], ['stomach pain, ', ', ', ', ', ';'], [', ', ', mood changes;'], [', breast tenderness or pain;']]"
Kyprolis," , (kar FILZ oh mib), ","[['What is Kyprolis?'], ['Kyprolis (', ') is a cancer medicine that interferes with the growth and spread of cancer cells in the body.']]","[['fever, bruising, pale skin or other signs of low blood cell counts;'], ['nausea, diarrhea;'], ['cough;'], ['swelling in your hands or feet; or']]"
," echinacea (eck i NAY sha), ","[['What is echinacea?'], ['Echinacea is an herb also known as Purple Cone Flower, Black Sampson, Black Susans, Fleur à Hérisson, Hedgehog, Igelkopfwurzel, Indian Head, Kansas Snakeroot, Red Sunflower, Rock-Up-Hat, Roter Sonnenhut, Rudbeckie Pourpre, ', ' Root, Snakeroot, and many other names.']]","[[], [], [], []]"
Elidel," , (pi MEK roe LYE mus TOP ik al), ","[['What is Elidel?'], [""Elidel (pimecrolimus) is an immunosuppressant. It works by decreasing your body's immune system to help slow down the growth of atopic dermatitis (eczema) on your skin.""]]","[['cimetidine (Tagamet).'], ['conivaptan (Vaprisol);'], ['nefazodone;'], ['an antibiotic such as clarithromycin (Biaxin), erythromycin (E.E.S., EryPed, Ery-Tab, Erythrocin, Pediazole), or telithromycin (Ketek);']]"
"Arthritis Pain, Aspi-Cor, Aspir 81, Aspir-Low, Bayer Plus, Bufferin, Durlaza, Ecotrin, Ecpirin, Fasprin, Halfprin, Miniprin"," , (oral) (AS pir in), ","[['What is  Ecotrin?'], ['Ecotrin is a salicylate (sa-LIS-il-ate) that is used to treat pain, and reduce fever or inflammation.']]","[[', ', ';'], ['drowsiness; or'], ['mild ', '.'], []]"
Elavil," , (a mee TRIP ti leen), ","[['What is Elavil?'], ['Elavil (amitriptyline) is a tricyclic antidepressant.']]","[['constipation, diarrhea;'], ['nausea, vomiting, upset stomach;'], ['mouth pain, unusual taste, black tongue;'], ['appetite or weight changes;']]"
"Effexor XR, Effexor"," , (VEN la fax een), ","[['What is Effexor?'], ['Effexor ', ' is an ', ' belonging to a group of drugs called ', '. Venlafaxine affects chemicals in the brain that may be unbalanced in people with depression.']]","[['any other antidepressant;'], ['cimetidine;'], [""St. John's wort;""], ['tramadol;']]"
Effexor XR," , (VEN la fax een), ","[['What is  Effexor XR?'], [' XR is a selective serotonin and ', ' reuptake inhibitor (', ') antidepressant. This medicine affects chemicals in the brain that may be unbalanced in people with ', '.']]","[['any other antidepressant;'], [';'], [';'], [';']]"
Eliquis," , (a PIX a ban), ","[['What is Eliquis?'], ['Eliquis (apixaban) blocks the activity of certain clotting substances in the blood.']]","[['any other medicines to treat or prevent blood clots;'], ['a blood thinner such as ', ' or ', ' (', ', ', ');'], ['an antidepressant (including selective serotonin reuptake inhibitors or SSRI drugs); or'], ['an NSAID (nonsteroidal anti-inflammatory drug) used long term.']]"
Jardiance," empagliflozin (EM pa gli FLOE zin), ","[['What is empagliflozin?'], ['Empagliflozin is an oral diabetes medicine that helps control blood sugar levels. Empagliflozin works by helping the kidneys get rid of glucose from your bloodstream.']]","[['bladder infection; or'], ['.'], [], []]"
Elmiron," , (PEN toe san POL ee SUL fate SOE dee um), ","[['What is  Elmiron?'], ['Elmiron works like an anticoagulant (blood thinner) that prevents the formation of ', '. However, it is used to treat bladder pain and discomfort caused by ', ' (bladder inflammation or irritation).']]","[['a blood thinner--', ', ', ', ', ';'], ['medication used to prevent blood clots--', ', ', ', ', ', ', ', and others; or'], [' (', ')--', ', ', ' (', ', ', '), ', ' (', '), ', ', ', ', ', ', ', ', and others.'], []]"
