,author,date,like_facebook,summary,tags,title
25,Chitleen K Sethi," 23 April, 2020 10:30 pm IST",300,The baby had been admitted for a corrective heart surgery and was diagnosed as Covid-positive Wednesday during pre-operative tests. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Punjab,About,Contact,Careers,Terms of Use,Privacy Policy","6-month-old is Punjab’s youngest Covid death, 54 medical staff and family in quarantine"
26,Amrita Nayak Dutta," 23 April, 2020 10:17 pm IST",19326,"TV journalist Arnab Goswami called Sonia Gandhi a ‘coward’ after his car was attacked. Police in Bihar, Delhi, Chhattisgarh have filed FIRs against him on Congress complaints.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Arnab Goswami,Palghar,Sonia Gandhi,About,Contact,Careers,Terms of Use,Privacy Policy",Arnab faces multiple FIRs for anti-Sonia remarks after blaming Congress for midnight ‘attack’
27,PTI," 23 April, 2020 9:47 pm IST",3609,"The total number of coronavirus cases in the national capital rose to 2,376 with a total of 50 fatalities.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Delhi,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",128 new coronavirus cases reported in Delhi within 24 hours
28,PTI," 23 April, 2020 9:05 pm IST",5002,"In a major relief to corporate borrowers hit hard by coronavirus pandemic, the government announced its decision to amend the insolvency law. ","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Insolvency and Bankruptcy Code,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Govt to suspend upto one year IBC provisions that trigger fresh insolvency proceedings
29,ThePrint Team," 23 April, 2020 7:31 pm IST",18884,"The number of domestic violence complaints registered during the curfew stands at 3,993 as compared to 3,287 between 20 February & 20 March.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,domestic violence,Nationwide lockdown,Punjab,About,Contact,Careers,Terms of Use,Privacy Policy",Punjab curfew proves dangerous for women with 21% spurt in domestic violence complaints
30,Kritika Sharma," 23 April, 2020 8:28 pm IST",8597,"CBSE, India’s largest board, has apprised schools of a tentative timeline that will be followed if the lockdown isn’t extended beyond 3 May. ","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Education,CBSE,CBSE board exams,COVID-19,Nationwide lockdown,About,Contact,Careers,Terms of Use,Privacy Policy","May-end date likely for pending CBSE Class 10, 12 board exams, if lockdown ends on schedule"
31,PTI," 23 April, 2020 7:13 pm IST",8515,"A health department official said the number of Covid-19 cases rose to 1,507 in Uttar Pradesh Thursday as 58 more people tested positive for the infection.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Chief Minister Yogi Adityanath,Coronavirus,PTI wire,Uttar Pradesh,About,Contact,Careers,Terms of Use,Privacy Policy","UP CM Yogi asks senior officers to camp in worst-hit districts, oversee Covid-19 lockdown"
32,Kairvy Grewal," 23 April, 2020 6:25 pm IST",12906,"The move by Prasar Bharati comes following a demand from people for a re-run of Ramanand Sagar's Shri Krishna, which was first aired in 1996 on Doordarshan.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Doordarshan,Nationwide lockdown,Prasar Bharati,About,Contact,Careers,Terms of Use,Privacy Policy","After Ramayan and Mahabharat, now Shri Krishna to return on DD"
33,PTI," 23 April, 2020 5:48 pm IST",6975,Punjab CM Amarinder Singh told Congress President Sonia Gandhi that his govt is strengthening its pandemic containment measures under the guidance of an expert panel.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,PTI wire,Punjab government,About,Contact,Careers,Terms of Use,Privacy Policy",Punjab govt orders detailed audit of Covid-19 deaths to understand high mortality rate
34,"Angana Chakrabarti,Soniya Agrawal"," 23 April, 2020 5:31 pm IST",18619,Police personnel chanted 'Bharat Mata ki jai' as 44 Covid-19 patients were released from a private medical facility in Bhopal. Some patients were garlanded too.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,Coronavirus,COVID-19,Madhya Pradesh,About,Contact,Careers,Terms of Use,Privacy Policy","MP goes on PR overdrive, discharges 44 Covid patients with national anthem, rose petals"
35,Revathi Krishnan," 23 April, 2020 5:16 pm IST",17647,The tribute song is a new version of 'Teri Mitti' from the movie Kesari. It has been produced by Zee music.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Akshay Kumar,COVID-19,Karan Johar,About,Contact,Careers,Terms of Use,Privacy Policy","‘Teri Mitti’: Akshay Kumar, Karan Johar to release tribute song for health workers"
36,PTI," 23 April, 2020 4:16 pm IST",5634,The Kerala govt had relaxed some restrictions but withdrew them after the Centre came down heavily on it for dilution of lockdown norms.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Kerala,Nationwide lockdown,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","Kerala following Centre’s guidelines on Covid-19, says Governor Arif Mohammed Khan"
37,PTI," 23 April, 2020 4:09 pm IST",10489,A top police official believes the virus entered the force after police personnel went on a search for those with links to Tablighi Jamaat in Bhopal.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Madhya Pradesh,PTI wire,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy","34 Bhopal cops test positive for Covid-19, officials blame Tablighi Jamaat event"
38,Revathi Krishnan," 23 April, 2020 3:26 pm IST",18619,"In a Twitter post Thursday, T M Krishna urged people to donate generously to help 'artists on the margins'. 
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,artists,Coronavirus,COVID-19,About,Contact,Careers,Terms of Use,Privacy Policy","T M Krishna, others help raise Rs 32 lakh for artists struggling amid Covid-19 outbreak"
39,PTI," 23 April, 2020 3:25 pm IST",22203,"The airline had earlier announced instituting pay cuts amid the COVID-19 pandemic that has hit the aviation industry hard as flights remain grounded amid lockdown. 
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,IndiGo airlines,lockdown,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",IndiGo rolls back April pay-cuts keeping ‘govt wishes’ in mind
40,PTI," 23 April, 2020 3:10 pm IST",2239,"Due to Covid-19 crisis, additional instalment of DA and DR due from 1 January 2020 will not be paid. However, they will continue to be paid at current rates.
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,dearness allowance,Pension,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","Finance Ministry halts dearness allowance increment for central govt employees, pensioners"
41,Neelam Pandey," 23 April, 2020 3:02 pm IST",14623,"In an exclusive interview to ThePrint, CM Shivraj Singh Chouhan speaks about Covid crisis in Madhya Pradesh, cabinet expansion, Congress allegations and restarting the economy.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Health,India,Politics,BJP,Congress,COVID-19,Madhya Pradesh,Shivraj Singh Chouhan,About,Contact,Careers,Terms of Use,Privacy Policy",CM Shivraj Chouhan says Tablighi Jamaat members behind ‘rapid rise’ in MP’s Covid-19 cases
